datetime,product_name,amount,payment_method,customer_type
2024/1/30 16:41,焼肉弁当,480,現金,student
2024/1/30 15:00,からあげ弁当,350,電子マネー,student
2024/1/30 13:23,豆腐ハンバーグ弁当,590,現金,worker
2024/1/30 12:37,鮭の塩焼き弁当,650,現金,worker
2024/1/30 13:40,からあげ弁当,350,電子マネー,student
2024/1/30 13:52,豆腐ハンバーグ弁当,590,カード,worker
2024/1/30 13:53,ヘルシー野菜カレー,620,現金,worker
2024/1/30 12:55,鮭の塩焼き弁当,650,カード,worker
2024/1/30 13:59,チキンカツ弁当,420,カード,student
2024/1/30 13:37,豆腐ハンバーグ弁当,590,カード,worker
2024/1/30 16:11,焼肉弁当,480,カード,student
2024/1/30 18:25,野菜たっぷり豚しゃぶ弁当,720,カード,worker
2024/1/30 13:08,鮭の塩焼き弁当,650,電子マネー,worker
2024/1/30 12:53,野菜たっぷり豚しゃぶ弁当,720,カード,worker
2024/1/30 18:50,豆腐ハンバーグ弁当,590,電子マネー,worker
2024/1/30 15:39,からあげ弁当,350,現金,student
2024/1/30 15:14,牛丼弁当,380,現金,student
2024/1/30 12:57,サラダチキン弁当,680,カード,worker
2024/1/30 12:03,豆腐ハンバーグ弁当,590,現金,worker
2024/1/30 18:42,焼肉弁当,480,電子マネー,student
2024/1/30 14:33,鮭の塩焼き弁当,650,カード,worker
2024/1/30 19:45,豆腐ハンバーグ弁当,590,電子マネー,worker
2024/1/30 12:54,サラダチキン弁当,680,現金,worker
2024/1/30 15:15,牛丼弁当,380,現金,student
2024/1/30 14:53,豆腐ハンバーグ弁当,590,現金,worker
2024/1/30 12:54,豆腐ハンバーグ弁当,590,現金,worker
2024/1/30 16:53,牛丼弁当,380,現金,student
2024/1/30 12:56,野菜たっぷり豚しゃぶ弁当,720,電子マネー,worker
2024/1/30 17:08,チキンカツ弁当,420,カード,student
2024/1/30 12:17,鮭の塩焼き弁当,650,現金,worker
2024/1/30 12:10,鮭の塩焼き弁当,650,電子マネー,worker
2024/1/30 16:21,チキンカツ弁当,420,電子マネー,student
2024/1/30 16:28,チキンカツ弁当,420,カード,student
2024/1/30 12:59,焼肉弁当,480,カード,student
2024/1/30 13:24,野菜たっぷり豚しゃぶ弁当,720,カード,worker
2024/1/30 13:09,野菜たっぷり豚しゃぶ弁当,720,カード,worker
2024/1/30 12:03,豆腐ハンバーグ弁当,590,電子マネー,worker
2024/1/30 14:45,からあげ弁当,350,現金,student
2024/1/30 12:39,鮭の塩焼き弁当,650,電子マネー,worker
2024/1/30 12:46,ヘルシー野菜カレー,620,電子マネー,worker
2024/1/30 13:59,鮭の塩焼き弁当,650,カード,worker
2024/1/30 13:29,サラダチキン弁当,680,電子マネー,worker
2024/1/30 15:26,焼肉弁当,480,現金,student
2024/1/30 13:44,サラダチキン弁当,680,現金,worker
2024/1/30 12:17,焼肉弁当,480,電子マネー,student
2024/1/30 12:13,豆腐ハンバーグ弁当,590,電子マネー,worker
2024/1/30 13:06,ヘルシー野菜カレー,620,現金,worker
2024/1/30 18:36,チキンカツ弁当,420,現金,student
2024/1/30 17:57,チキンカツ弁当,420,カード,student
2024/1/30 12:04,ヘルシー野菜カレー,620,電子マネー,worker
2024/1/30 12:21,豆腐ハンバーグ弁当,590,電子マネー,worker
2024/1/30 13:11,豆腐ハンバーグ弁当,590,カード,worker
2024/1/30 13:13,焼肉弁当,480,カード,student
2024/1/30 12:51,サラダチキン弁当,680,電子マネー,worker
2024/1/30 18:19,焼肉弁当,480,カード,student
2024/1/30 13:02,サラダチキン弁当,680,カード,worker
2024/1/30 12:22,野菜たっぷり豚しゃぶ弁当,720,現金,worker
2024/1/30 13:45,ヘルシー野菜カレー,620,現金,worker
2024/1/31 13:27,豚汁セット,380,カード,worker
2024/1/31 12:31,豚汁セット,380,カード,worker
2024/1/31 12:07,温かいうどん弁当,420,カード,worker
2024/1/31 12:26,温かいうどん弁当,420,現金,worker
2024/1/31 12:44,豚汁セット,380,現金,worker
2024/1/31 12:13,ヘルシー野菜カレー,620,カード,worker
2024/1/31 12:48,温かいうどん弁当,420,カード,worker
2024/1/31 12:49,豚汁セット,380,カード,worker
2024/1/31 11:53,豚汁セット,380,現金,worker
2024/1/31 13:55,豚汁セット,380,電子マネー,worker
2024/1/31 12:07,豚汁セット,380,電子マネー,worker
2024/1/31 13:47,豚汁セット,380,電子マネー,worker
2024/1/31 12:18,豚汁セット,380,現金,worker
2024/1/31 15:25,豚汁セット,380,現金,worker
2024/1/31 13:06,野菜たっぷり豚しゃぶ弁当,720,カード,worker
2024/1/31 13:25,豚汁セット,380,現金,worker
2024/1/31 13:40,温かいうどん弁当,420,カード,worker
2024/1/31 13:13,豚汁セット,380,現金,worker
2024/1/31 14:15,鮭の塩焼き弁当,650,電子マネー,worker
2024/1/31 15:47,豚汁セット,380,電子マネー,worker
2024/1/31 12:08,豚汁セット,380,現金,worker
2024/1/31 11:15,温かいうどん弁当,420,現金,worker
2024/1/31 11:41,豚汁セット,380,電子マネー,worker
2024/1/31 13:30,豚汁セット,380,カード,worker
2024/1/31 13:30,豚汁セット,380,現金,worker
2024/1/31 13:31,豚汁セット,380,カード,worker
2024/1/31 12:06,温かいうどん弁当,420,電子マネー,worker
2024/1/31 12:04,豚汁セット,380,カード,worker
2024/1/31 11:30,サラダチキン弁当,680,カード,worker
2024/1/31 12:47,温かいうどん弁当,420,電子マネー,worker
2024/1/31 13:57,温かいうどん弁当,420,電子マネー,worker
2024/1/31 13:56,温かいうどん弁当,420,電子マネー,worker
2024/1/31 13:21,ヘルシー野菜カレー,620,電子マネー,worker
2024/1/31 12:05,温かいうどん弁当,420,現金,worker
2024/1/31 17:27,温かいうどん弁当,420,現金,worker
2024/1/31 19:08,温かいうどん弁当,420,電子マネー,worker
2024/1/31 16:51,鮭の塩焼き弁当,650,現金,worker
2024/1/31 12:29,温かいうどん弁当,420,現金,worker
2024/1/31 12:55,豆腐ハンバーグ弁当,590,カード,worker
2024/1/31 13:59,温かいうどん弁当,420,現金,worker
2024/1/31 12:33,温かいうどん弁当,420,現金,worker
2024/1/31 13:05,豚汁セット,380,電子マネー,worker
2024/1/31 12:53,豚汁セット,380,電子マネー,worker
2024/1/31 13:00,豚汁セット,380,電子マネー,worker
2024/1/31 13:07,豚汁セット,380,現金,worker
2024/1/31 12:00,温かいうどん弁当,420,カード,worker
2024/1/31 12:55,温かいうどん弁当,420,電子マネー,worker
2024/1/31 13:05,温かいうどん弁当,420,電子マネー,worker
2024/1/31 12:31,豚汁セット,380,カード,worker
2024/1/31 12:16,豚汁セット,380,電子マネー,worker
2024/1/31 11:43,温かいうどん弁当,420,現金,worker
2024/1/31 12:07,温かいうどん弁当,420,カード,worker
2024/1/31 11:14,ヘルシー野菜カレー,620,カード,worker
2024/1/31 13:59,鮭の塩焼き弁当,650,電子マネー,worker
2024/1/31 12:43,サラダチキン弁当,680,カード,worker
2024/1/31 14:16,温かいうどん弁当,420,電子マネー,worker
2024/1/31 11:57,豚汁セット,380,電子マネー,worker
2024/1/31 12:05,温かいうどん弁当,420,カード,worker
2024/1/31 11:07,温かいうどん弁当,420,電子マネー,worker
2024/1/31 12:31,豚汁セット,380,カード,worker
2024/1/31 12:13,温かいうどん弁当,420,カード,worker
2024/1/31 14:01,豚汁セット,380,カード,worker
2024/1/31 13:53,豚汁セット,380,カード,worker
2024/1/31 16:31,温かいうどん弁当,420,電子マネー,worker
2024/1/31 12:11,豚汁セット,380,カード,worker
2024/1/31 14:44,ヘルシー野菜カレー,620,現金,worker
2024/1/31 12:41,鮭の塩焼き弁当,650,現金,worker
2024/1/31 12:48,温かいうどん弁当,420,カード,worker
2024/1/31 12:49,豚汁セット,380,カード,worker
2024/1/31 12:05,豚汁セット,380,カード,worker
2024/1/31 13:28,温かいうどん弁当,420,カード,worker
2024/1/31 16:53,豚汁セット,380,カード,worker
2024/1/31 12:48,温かいうどん弁当,420,カード,worker
2024/1/31 14:16,豆腐ハンバーグ弁当,590,現金,worker
2024/1/31 12:28,鮭の塩焼き弁当,650,現金,worker
2024/1/31 12:40,豚汁セット,380,現金,worker
2024/1/31 12:48,温かいうどん弁当,420,電子マネー,worker
2024/1/31 13:30,ヘルシー野菜カレー,620,電子マネー,worker
2024/1/31 14:49,豚汁セット,380,カード,worker
2024/1/31 12:43,温かいうどん弁当,420,電子マネー,worker
2024/1/31 13:15,豚汁セット,380,カード,worker
2024/1/31 13:36,豚汁セット,380,カード,worker
2024/1/31 13:25,豚汁セット,380,カード,worker
2024/1/31 12:12,ヘルシー野菜カレー,620,カード,worker
2024/1/31 12:47,温かいうどん弁当,420,現金,worker
2024/1/31 12:43,温かいうどん弁当,420,電子マネー,worker
2024/1/31 13:42,豚汁セット,380,現金,worker
2024/1/31 12:09,豚汁セット,380,現金,worker
2024/1/31 13:09,豚汁セット,380,現金,worker
2024/1/31 12:50,サラダチキン弁当,680,電子マネー,worker
2024/1/31 14:53,豚汁セット,380,現金,worker
2024/1/31 13:21,豚汁セット,380,電子マネー,worker
2024/1/31 13:53,豚汁セット,380,現金,worker
2024/1/31 17:39,温かいうどん弁当,420,電子マネー,worker
2024/1/31 12:10,温かいうどん弁当,420,電子マネー,worker
2024/1/31 14:36,温かいうどん弁当,420,現金,worker
2024/1/31 13:33,温かいうどん弁当,420,カード,worker
2024/1/31 13:32,豚汁セット,380,カード,worker
2024/1/31 17:26,豚汁セット,380,現金,worker
2024/1/31 13:46,温かいうどん弁当,420,カード,worker
2024/1/31 11:32,温かいうどん弁当,420,現金,student
2024/1/31 16:55,温かいうどん弁当,420,電子マネー,student
2024/1/31 12:42,豚汁セット,380,電子マネー,student
2024/1/31 15:58,温かいうどん弁当,420,カード,student
2024/1/31 18:17,豚汁セット,380,現金,student
2024/1/31 17:05,からあげ弁当,350,現金,student
2024/1/31 13:51,からあげ弁当,350,現金,student
2024/1/31 13:30,温かいうどん弁当,420,電子マネー,student
2024/1/31 11:09,温かいうどん弁当,420,電子マネー,student
2024/1/31 18:53,温かいうどん弁当,420,現金,student
2024/1/31 12:52,豚汁セット,380,現金,student
2024/1/31 12:55,温かいうどん弁当,420,カード,student
2024/1/31 17:26,温かいうどん弁当,420,電子マネー,student
2024/1/31 16:59,豚汁セット,380,現金,student
2024/1/31 13:35,豚カツ弁当,480,現金,student
2024/1/31 12:50,温かいうどん弁当,420,カード,student
2024/1/31 12:32,温かいうどん弁当,420,現金,student
2024/1/31 13:10,豚汁セット,380,カード,student
2024/1/31 14:03,温かいうどん弁当,420,電子マネー,student
2024/1/31 15:04,温かいうどん弁当,420,カード,student
2024/1/31 16:06,豚汁セット,380,現金,student
2024/1/31 17:22,豚汁セット,380,現金,student
2024/1/31 16:21,温かいうどん弁当,420,電子マネー,student
2024/1/31 16:48,豚汁セット,380,カード,student
2024/1/31 16:33,温かいうどん弁当,420,電子マネー,student
2024/1/31 14:40,豚汁セット,380,カード,student
2024/1/31 12:16,豚汁セット,380,電子マネー,student
2024/1/31 13:45,牛丼弁当,380,カード,student
2024/1/31 13:38,温かいうどん弁当,420,カード,student
2024/1/31 15:44,からあげ弁当,350,電子マネー,student
2024/1/31 13:28,豚汁セット,380,現金,student
2024/1/31 15:32,豚汁セット,380,電子マネー,student
2024/1/31 12:53,豚汁セット,380,電子マネー,student
2024/1/31 17:45,温かいうどん弁当,420,現金,student
2024/1/31 15:03,温かいうどん弁当,420,カード,student
2024/1/31 16:04,温かいうどん弁当,420,現金,student
2024/1/31 12:18,温かいうどん弁当,420,カード,student
2024/1/31 13:36,温かいうどん弁当,420,電子マネー,student
2024/1/31 12:29,豚汁セット,380,現金,student
2024/1/31 16:53,温かいうどん弁当,420,カード,student
2024/1/31 12:22,温かいうどん弁当,420,カード,student
2024/1/31 14:52,温かいうどん弁当,420,カード,student
2024/1/31 14:54,焼肉弁当,480,電子マネー,student
2024/1/31 12:12,豚汁セット,380,現金,student
2024/1/31 15:13,温かいうどん弁当,420,電子マネー,student
2024/1/31 12:25,豚汁セット,380,電子マネー,student
2024/1/31 15:02,豚汁セット,380,電子マネー,student
2024/1/31 18:26,温かいうどん弁当,420,カード,student
2024/1/31 15:12,豚汁セット,380,カード,student
2024/1/31 16:43,温かいうどん弁当,420,現金,student
2024/1/31 13:50,豚汁セット,380,現金,worker
2024/2/1 12:29,豚汁セット,380,現金,worker
2024/2/1 13:07,豚汁セット,380,現金,worker
2024/2/1 14:19,温かいうどん弁当,420,カード,worker
2024/2/1 13:01,豚汁セット,380,電子マネー,worker
2024/2/1 13:45,豚汁セット,380,電子マネー,worker
2024/2/1 16:16,豚汁セット,380,カード,worker
2024/2/1 13:58,温かいうどん弁当,420,電子マネー,worker
2024/2/1 12:50,温かいうどん弁当,420,カード,worker
2024/2/1 12:13,温かいうどん弁当,420,電子マネー,worker
2024/2/1 13:59,豚汁セット,380,電子マネー,worker
2024/2/1 13:12,豚汁セット,380,カード,worker
2024/2/1 12:23,温かいうどん弁当,420,カード,worker
2024/2/1 13:24,豚汁セット,380,電子マネー,worker
2024/2/1 11:42,鮭の塩焼き弁当,650,電子マネー,worker
2024/2/1 12:33,温かいうどん弁当,420,電子マネー,worker
2024/2/1 12:09,温かいうどん弁当,420,現金,worker
2024/2/1 12:45,温かいうどん弁当,420,電子マネー,worker
2024/2/1 15:32,温かいうどん弁当,420,電子マネー,worker
2024/2/1 13:27,豚汁セット,380,カード,worker
2024/2/1 12:06,温かいうどん弁当,420,カード,worker
2024/2/1 13:23,豆腐ハンバーグ弁当,590,カード,worker
2024/2/1 12:52,温かいうどん弁当,420,現金,worker
2024/2/1 12:09,豚汁セット,380,カード,worker
2024/2/1 11:44,豚汁セット,380,現金,worker
2024/2/1 13:01,温かいうどん弁当,420,現金,worker
2024/2/1 12:19,ヘルシー野菜カレー,620,現金,worker
2024/2/1 11:13,温かいうどん弁当,420,現金,worker
2024/2/1 13:25,豚汁セット,380,現金,worker
2024/2/1 18:10,温かいうどん弁当,420,カード,worker
2024/2/1 12:23,サラダチキン弁当,680,現金,worker
2024/2/1 11:48,温かいうどん弁当,420,電子マネー,worker
2024/2/1 13:09,温かいうどん弁当,420,電子マネー,worker
2024/2/1 13:56,温かいうどん弁当,420,カード,worker
2024/2/1 12:02,豚汁セット,380,現金,worker
2024/2/1 12:39,豚汁セット,380,現金,worker
2024/2/1 13:41,温かいうどん弁当,420,カード,worker
2024/2/1 18:28,豆腐ハンバーグ弁当,590,現金,worker
2024/2/1 13:39,温かいうどん弁当,420,カード,worker
2024/2/1 13:54,温かいうどん弁当,420,現金,worker
2024/2/1 12:41,豚汁セット,380,カード,worker
2024/2/1 12:41,温かいうどん弁当,420,カード,worker
2024/2/1 13:13,野菜たっぷり豚しゃぶ弁当,720,現金,worker
2024/2/1 13:52,温かいうどん弁当,420,カード,worker
2024/2/1 14:08,温かいうどん弁当,420,電子マネー,worker
2024/2/1 13:23,温かいうどん弁当,420,現金,worker
2024/2/1 12:03,豚汁セット,380,現金,worker
2024/2/1 12:54,温かいうどん弁当,420,電子マネー,worker
2024/2/1 12:20,野菜たっぷり豚しゃぶ弁当,720,カード,worker
2024/2/1 13:11,サラダチキン弁当,680,電子マネー,worker
2024/2/1 12:41,温かいうどん弁当,420,現金,worker
2024/2/1 13:43,豚汁セット,380,現金,worker
2024/2/1 12:42,温かいうどん弁当,420,電子マネー,worker
2024/2/1 11:16,豚汁セット,380,現金,worker
2024/2/1 13:11,豚汁セット,380,現金,worker
2024/2/1 13:51,温かいうどん弁当,420,カード,worker
2024/2/1 12:26,鮭の塩焼き弁当,650,現金,worker
2024/2/1 13:28,サラダチキン弁当,680,現金,worker
2024/2/1 13:27,豚汁セット,380,電子マネー,worker
2024/2/1 13:09,温かいうどん弁当,420,電子マネー,worker
2024/2/1 12:54,豚汁セット,380,カード,worker
2024/2/1 13:22,温かいうどん弁当,420,電子マネー,worker
2024/2/1 13:02,野菜たっぷり豚しゃぶ弁当,720,カード,worker
2024/2/1 13:09,温かいうどん弁当,420,電子マネー,worker
2024/2/1 12:35,豚汁セット,380,現金,worker
2024/2/1 12:09,野菜たっぷり豚しゃぶ弁当,720,電子マネー,worker
2024/2/1 13:51,温かいうどん弁当,420,電子マネー,worker
2024/2/1 13:59,温かいうどん弁当,420,電子マネー,worker
2024/2/1 11:22,ヘルシー野菜カレー,620,カード,worker
2024/2/1 13:32,温かいうどん弁当,420,現金,worker
2024/2/1 13:37,豚汁セット,380,現金,worker
2024/2/1 12:29,豚汁セット,380,現金,worker
2024/2/1 12:42,サラダチキン弁当,680,カード,worker
2024/2/1 13:23,温かいうどん弁当,420,電子マネー,worker
2024/2/1 13:26,豚汁セット,380,電子マネー,worker
2024/2/1 12:08,豚汁セット,380,カード,worker
2024/2/1 13:50,豚汁セット,380,現金,worker
2024/2/1 13:25,温かいうどん弁当,420,カード,worker
2024/2/1 13:28,豚汁セット,380,現金,worker
2024/2/1 15:28,温かいうどん弁当,420,カード,worker
2024/2/1 12:48,温かいうどん弁当,420,現金,worker
2024/2/1 12:09,豚汁セット,380,現金,worker
2024/2/1 12:53,温かいうどん弁当,420,カード,worker
2024/2/1 13:38,温かいうどん弁当,420,電子マネー,worker
2024/2/1 13:53,温かいうどん弁当,420,カード,worker
2024/2/1 13:30,豚汁セット,380,カード,worker
2024/2/1 12:55,温かいうどん弁当,420,カード,worker
2024/2/1 13:10,温かいうどん弁当,420,電子マネー,worker
2024/2/1 12:55,温かいうどん弁当,420,電子マネー,worker
2024/2/1 13:11,野菜たっぷり豚しゃぶ弁当,720,電子マネー,worker
2024/2/1 12:21,鮭の塩焼き弁当,650,カード,worker
2024/2/1 12:16,鮭の塩焼き弁当,650,電子マネー,worker
2024/2/2 12:23,温かいうどん弁当,420,現金,worker
2024/2/2 16:44,サラダチキン弁当,680,現金,worker
2024/2/2 13:43,豚汁セット,380,カード,worker
2024/2/2 14:26,野菜たっぷり豚しゃぶ弁当,720,電子マネー,worker
2024/2/2 11:50,温かいうどん弁当,420,電子マネー,worker
2024/2/2 12:10,豚汁セット,380,電子マネー,worker
2024/2/2 11:38,豚汁セット,380,カード,worker
2024/2/2 14:08,豆腐ハンバーグ弁当,590,電子マネー,worker
2024/2/2 13:32,温かいうどん弁当,420,現金,worker
2024/2/2 14:08,豚汁セット,380,現金,worker
2024/2/2 13:26,豆腐ハンバーグ弁当,590,現金,worker
2024/2/2 13:15,豚汁セット,380,電子マネー,worker
2024/2/2 14:04,温かいうどん弁当,420,カード,worker
2024/2/2 17:53,豆腐ハンバーグ弁当,590,カード,worker
2024/2/2 13:46,豚汁セット,380,電子マネー,worker
2024/2/2 14:14,豚汁セット,380,現金,worker
2024/2/2 12:37,温かいうどん弁当,420,カード,worker
2024/2/2 13:03,豚汁セット,380,カード,worker
2024/2/2 12:48,温かいうどん弁当,420,現金,worker
2024/2/2 11:27,温かいうどん弁当,420,電子マネー,worker
2024/2/2 12:49,鮭の塩焼き弁当,650,カード,worker
2024/2/2 13:50,豚汁セット,380,カード,worker
2024/2/2 13:19,野菜たっぷり豚しゃぶ弁当,720,カード,worker
2024/2/2 17:13,豚汁セット,380,電子マネー,worker
2024/2/2 13:13,温かいうどん弁当,420,電子マネー,worker
2024/2/2 12:08,豚汁セット,380,現金,worker
2024/2/2 14:06,豚汁セット,380,カード,worker
2024/2/2 14:25,温かいうどん弁当,420,電子マネー,worker
2024/2/2 13:45,温かいうどん弁当,420,現金,worker
2024/2/2 12:53,温かいうどん弁当,420,現金,worker
2024/2/2 13:10,温かいうどん弁当,420,電子マネー,worker
2024/2/2 13:28,鮭の塩焼き弁当,650,電子マネー,worker
2024/2/2 13:39,ヘルシー野菜カレー,620,現金,worker
2024/2/2 13:00,豚汁セット,380,電子マネー,worker
2024/2/2 12:35,豚汁セット,380,カード,worker
2024/2/2 13:04,温かいうどん弁当,420,カード,worker
2024/2/2 11:05,ヘルシー野菜カレー,620,現金,worker
2024/2/2 14:12,豚汁セット,380,現金,worker
2024/2/2 12:37,豚汁セット,380,電子マネー,worker
2024/2/2 12:37,温かいうどん弁当,420,カード,worker
2024/2/2 12:35,豚汁セット,380,現金,worker
2024/2/2 12:18,野菜たっぷり豚しゃぶ弁当,720,電子マネー,worker
2024/2/2 12:50,温かいうどん弁当,420,カード,worker
2024/2/2 12:17,豚汁セット,380,電子マネー,worker
2024/2/2 12:15,ヘルシー野菜カレー,620,現金,worker
2024/2/2 13:28,温かいうどん弁当,420,現金,worker
2024/2/2 13:15,豚汁セット,380,カード,worker
2024/2/2 12:29,温かいうどん弁当,420,現金,worker
2024/2/2 14:03,豚汁セット,380,カード,worker
2024/2/2 13:27,温かいうどん弁当,420,現金,worker
2024/2/2 13:49,ヘルシー野菜カレー,620,電子マネー,worker
2024/2/2 12:19,温かいうどん弁当,420,カード,worker
2024/2/2 12:18,温かいうどん弁当,420,電子マネー,worker
2024/2/2 12:15,温かいうどん弁当,420,電子マネー,worker
2024/2/2 12:35,ヘルシー野菜カレー,620,カード,worker
2024/2/2 12:05,温かいうどん弁当,420,電子マネー,worker
2024/2/2 12:22,温かいうどん弁当,420,カード,worker
2024/2/2 12:37,豚汁セット,380,現金,worker
2024/2/2 12:33,豚汁セット,380,電子マネー,worker
2024/2/2 12:35,温かいうどん弁当,420,電子マネー,worker
2024/2/2 18:39,温かいうどん弁当,420,電子マネー,worker
2024/2/2 14:33,ヘルシー野菜カレー,620,現金,worker
2024/2/2 17:11,豚汁セット,380,現金,worker
2024/2/2 13:45,豚汁セット,380,カード,worker
2024/2/2 12:02,温かいうどん弁当,420,カード,worker
2024/2/2 13:21,豚汁セット,380,カード,worker
2024/2/2 13:31,豚汁セット,380,電子マネー,worker
2024/2/2 12:07,豆腐ハンバーグ弁当,590,現金,worker
2024/2/2 12:33,豚汁セット,380,現金,worker
2024/2/2 16:13,ヘルシー野菜カレー,620,現金,worker
2024/2/2 14:54,豚汁セット,380,現金,worker
2024/2/2 13:30,温かいうどん弁当,420,カード,worker
2024/2/2 13:30,豆腐ハンバーグ弁当,590,カード,worker
2024/2/2 13:27,豆腐ハンバーグ弁当,590,カード,worker
2024/2/2 11:20,ヘルシー野菜カレー,620,電子マネー,worker
2024/2/2 12:04,豚汁セット,380,現金,worker
2024/2/2 13:47,豚汁セット,380,電子マネー,worker
2024/2/2 11:41,豆腐ハンバーグ弁当,590,カード,worker
2024/2/2 12:10,温かいうどん弁当,420,カード,worker
2024/2/2 14:58,豚汁セット,380,カード,worker
2024/2/2 11:10,野菜たっぷり豚しゃぶ弁当,720,カード,worker
2024/2/2 15:01,豚汁セット,380,電子マネー,worker
2024/2/2 12:10,豚汁セット,380,カード,worker
2024/2/2 13:29,豆腐ハンバーグ弁当,590,現金,worker
2024/2/2 13:21,温かいうどん弁当,420,現金,worker
2024/2/2 13:50,鮭の塩焼き弁当,650,電子マネー,worker
2024/2/2 13:54,野菜たっぷり豚しゃぶ弁当,720,現金,worker
2024/2/2 13:25,豚汁セット,380,電子マネー,worker
2024/2/2 17:56,野菜たっぷり豚しゃぶ弁当,720,カード,worker
2024/2/2 12:31,野菜たっぷり豚しゃぶ弁当,720,電子マネー,worker
2024/2/2 17:03,豚汁セット,380,電子マネー,worker
2024/2/2 13:41,豚汁セット,380,現金,worker
2024/2/2 13:38,サラダチキン弁当,680,電子マネー,worker
2024/2/2 13:59,豚汁セット,380,現金,worker
2024/2/2 12:23,豚汁セット,380,カード,worker
2024/2/2 13:43,温かいうどん弁当,420,現金,worker
2024/2/2 13:18,温かいうどん弁当,420,カード,worker
2024/2/2 16:22,豚汁セット,380,現金,worker
2024/2/2 12:32,温かいうどん弁当,420,電子マネー,worker
2024/2/2 12:50,温かいうどん弁当,420,現金,worker
2024/2/2 17:19,温かいうどん弁当,420,現金,tourist
2024/2/2 16:09,温かいうどん弁当,420,電子マネー,worker
2024/2/2 12:53,豚汁セット,380,現金,worker
2024/2/3 12:37,温かいうどん弁当,420,電子マネー,worker
2024/2/3 12:52,赤レンガ倉庫弁当,1080,現金,tourist
2024/2/3 14:55,温かいうどん弁当,420,カード,tourist
2024/2/3 15:57,赤レンガ倉庫弁当,1080,電子マネー,tourist
2024/2/3 12:09,温かいうどん弁当,420,現金,tourist
2024/2/3 15:38,温かいうどん弁当,420,現金,tourist
2024/2/3 17:01,豚汁セット,380,電子マネー,tourist
2024/2/3 13:12,温かいうどん弁当,420,カード,tourist
2024/2/3 13:24,温かいうどん弁当,420,現金,tourist
2024/2/3 11:51,横浜中華街弁当,980,電子マネー,tourist
2024/2/3 12:20,赤レンガ倉庫弁当,1080,電子マネー,tourist
2024/2/3 15:42,豚汁セット,380,現金,tourist
2024/2/3 11:30,温かいうどん弁当,420,電子マネー,tourist
2024/2/3 13:25,崎陽軒風シウマイ弁当,1200,電子マネー,tourist
2024/2/3 15:56,豚汁セット,380,電子マネー,tourist
2024/2/3 13:59,豚汁セット,380,電子マネー,tourist
2024/2/3 12:07,温かいうどん弁当,420,現金,tourist
2024/2/3 15:29,赤レンガ倉庫弁当,1080,カード,tourist
2024/2/3 15:19,温かいうどん弁当,420,カード,tourist
2024/2/3 15:09,豚汁セット,380,カード,tourist
2024/2/3 14:28,豚汁セット,380,現金,tourist
2024/2/3 14:09,温かいうどん弁当,420,現金,tourist
2024/2/3 14:00,温かいうどん弁当,420,現金,tourist
2024/2/3 12:32,温かいうどん弁当,420,電子マネー,tourist
2024/2/3 17:49,豚汁セット,380,電子マネー,tourist
2024/2/3 13:05,豚汁セット,380,カード,tourist
2024/2/3 12:41,豚汁セット,380,現金,tourist
2024/2/3 14:08,豚汁セット,380,電子マネー,tourist
2024/2/3 11:04,豚汁セット,380,カード,tourist
2024/2/3 14:34,温かいうどん弁当,420,現金,tourist
2024/2/3 13:43,温かいうどん弁当,420,カード,tourist
2024/2/4 17:15,みなとみらい海鮮弁当,1150,カード,tourist
2024/2/4 13:35,豚汁セット,380,カード,tourist
2024/2/4 14:56,温かいうどん弁当,420,現金,tourist
2024/2/4 12:04,温かいうどん弁当,420,現金,tourist
2024/2/4 14:06,豚汁セット,380,カード,tourist
2024/2/4 12:07,豚汁セット,380,電子マネー,tourist
2024/2/4 16:07,温かいうどん弁当,420,カード,tourist
2024/2/4 14:45,温かいうどん弁当,420,現金,tourist
2024/2/4 13:49,豚汁セット,380,現金,tourist
2024/2/4 18:19,温かいうどん弁当,420,電子マネー,tourist
2024/2/4 13:29,赤レンガ倉庫弁当,1080,現金,tourist
2024/2/4 14:57,温かいうどん弁当,420,電子マネー,tourist
2024/2/4 13:02,豚汁セット,380,カード,tourist
2024/2/4 12:56,豚汁セット,380,カード,tourist
2024/2/4 14:53,温かいうどん弁当,420,カード,tourist
2024/2/4 12:06,豚汁セット,380,現金,tourist
2024/2/4 11:50,みなとみらい海鮮弁当,1150,現金,tourist
2024/2/4 11:06,豚汁セット,380,現金,tourist
2024/2/4 16:21,みなとみらい海鮮弁当,1150,電子マネー,tourist
2024/2/4 12:23,温かいうどん弁当,420,電子マネー,tourist
2024/2/4 13:24,豚汁セット,380,現金,tourist
2024/2/4 11:19,豚汁セット,380,現金,tourist
2024/2/4 15:45,温かいうどん弁当,420,カード,tourist
2024/2/4 13:43,横浜中華街弁当,980,現金,tourist
2024/2/4 12:52,温かいうどん弁当,420,カード,tourist
2024/2/4 12:23,豚汁セット,380,現金,tourist
2024/2/4 18:38,温かいうどん弁当,420,電子マネー,tourist
2024/2/4 13:35,温かいうどん弁当,420,電子マネー,tourist
2024/2/4 14:15,みなとみらい海鮮弁当,1150,電子マネー,tourist
2024/2/4 12:08,温かいうどん弁当,420,現金,tourist
2024/2/5 12:05,豆腐ハンバーグ弁当,590,現金,worker
2024/2/5 12:08,豚汁セット,380,電子マネー,worker
2024/2/5 11:14,温かいうどん弁当,420,電子マネー,worker
